name,trip_count,route_count,geometry
Basava Gangotri Samsthe,2,2,POINT (77.45044 12.88359)
Basavanagara,84,10,POINT (77.68279 12.96664)
Basavanagara Kengeri,510,145,POINT (77.46736 12.90096)
Basavanagudi Police Station,832,86,POINT (77.57384 12.94172)
Basavanahalli,99,28,POINT (77.38823 13.11038)
Basavanahalli Cross,104,31,POINT (77.38875 13.10223)
Basavanapalya,40,7,POINT (77.40009 12.93227)
Basavanapura,22,12,POINT (77.38333 12.84986)
Basavanapura Church,1,1,POINT (77.59313 12.84671)
Basavanapura Gate,682,102,POINT (77.58818 12.8463)
Basavanna Devasthana CK Palya,137,21,POINT (77.60596 12.84393)
Basavanna Temple Hoovinayakanahalli,71,26,POINT (77.6885 13.1679)
Basavapatna,2,1,POINT (77.17677 12.97027)
Basavenahalli,5,5,POINT (77.31479 13.03857)
Basavenahalli Colony,5,5,POINT (77.31433 13.03605)
Basaveshwara College,710,48,POINT (77.55276 12.99436)
Basaveshwaranagara 2nd Phase,1,1,POINT (77.461 12.90829)
Basaveshwaranagara Banandur,5,4,POINT (77.40372 12.75944)
Basaveshwaranagara New Bus Stand,77,13,POINT (77.5336 12.98832)
Bashettalli,237,23,POINT (77.5527 13.26176)
Bashyam Circle,11,2,POINT (77.57862 13.00564)
Bashyam Circle Rajajinagara,702,50,POINT (77.55414 12.98458)
Bashyam Circle Sadashivanagara,208,12,POINT (77.57915 13.00628)
Bata Show Room banashankari,6,3,POINT (77.57006 12.92351)
Bayalahalli Gate(Bande kodigehalli),46,17,POINT (77.69009 13.16998)
Bayyanapalya,392,93,POINT (77.54374 12.87558)
Bayyandahalli,51,15,POINT (77.44226 13.00609)
Bayyandahalli Colony,50,14,POINT (77.44235 13.00342)
Bayyappanahalli,37,11,POINT (77.7207 13.07154)
Bayyappanahalli Cross,254,10,POINT (77.64246 12.98525)
Bayyappanahalli Gate,21,4,POINT (77.64327 12.99157)
Bayyappanahalli Metro Station,695,159,POINT (77.65454 12.99001)
Bayyappanahalli Metro Station  Back Gate,23,6,POINT (77.65212 12.99166)
Beedi Karmikara Colony,19,4,POINT (77.471 12.91906)
Beedi Karmikara Colony Gate,220,16,POINT (77.47492 12.92228)
Beerahalli,2,1,POINT (77.91538 13.15743)
Beerasandra Chapradakallu,59,8,POINT (77.62049 13.28046)
Beerawara,1,1,POINT (77.27445 13.06362)
Beereshwara Nagara,1,1,POINT (77.56537 12.88206)
Begihalli,255,47,POINT (77.60381 12.79788)
Beguru,374,59,POINT (77.67967 13.18348)
Beguru Lake,242,32,POINT (77.62532 12.87795)
Beguru Nice Road Junction,66,15,POINT (77.60943 12.85445)
Bekary Chunchaghatta,11,5,POINT (77.57071 12.88652)
Belagumba,4,1,POINT (77.24643 12.9949)
Belenus Hospital Near Carmelram Gate,18,4,POINT (77.709 12.90255)
Bellahalli,71,15,POINT (77.64223 13.09923)
Bellahalli Cross,358,39,POINT (77.63351 13.10207)
Bellahalli Cross THS Main Road,86,17,POINT (77.6351 13.10113)
Bellanduru City Light Appartment,854,41,POINT (77.67278 12.92412)
Bellanduru City light Apartment,840,40,POINT (77.67394 12.92493)
Bellanduru Gate SJP Road,518,67,POINT (77.66991 12.91858)
Bellanduru Petrol Bunk,1440,71,POINT (77.6705 12.92309)
Bellathur,305,43,POINT (77.75694 13.00417)
Bellikere,14,3,POINT (77.79724 12.93031)
Bellikere Cross,17,4,POINT (77.79729 12.93664)
Bendiganahalli,37,6,POINT (77.75758 13.06721)
Bendiganahalli Cross,32,4,POINT (77.83465 13.20652)
Bengaluru Central Jail,70,18,POINT (77.66617 12.8737)
Bengaluru Children Hospital,64,2,POINT (77.51342 12.90986)
Bengaluru Children Hospital1,16,2,POINT (77.51354 12.90994)
Bengaluru Dairy Circle,1997,262,POINT (77.60129 12.93528)
Bengaluru High School,940,68,POINT (77.56749 12.95209)
Bengaluru University Gate,1036,160,POINT (77.51282 12.93582)
Bengaluru University Quarters,433,38,POINT (77.50025 12.95195)
Bennehalli,2,1,POINT (77.38354 12.71652)
Benniganahalli,690,155,POINT (77.6632 12.99406)
Benniganahalli Bridge,32,14,POINT (77.66274 12.99718)
Best County,143,41,POINT (77.54467 13.08932)
Besthamanahalli,76,9,POINT (77.72668 12.73084)
Bethan Byatha,14,7,POINT (77.48137 13.19007)
Bethimgere,5,1,POINT (77.36489 12.85694)
Bethimgere Cross,19,6,POINT (77.36812 12.86714)
Bettadasanapura,149,21,POINT (77.63177 12.84157)
Bettahalasuru Circle,35,11,POINT (77.61103 13.16112)
Bettahalasuru Cross,1594,131,POINT (77.62336 13.1571)
Bettahalasuru Hospital,35,11,POINT (77.61154 13.15922)
Bettahalasuru Village,35,11,POINT (77.60857 13.16285)
Bettahalli,8,4,POINT (77.4373 13.01679)
Bettahalli Colony,29,11,POINT (77.38436 13.1621)
Bettahalli Cross,36,10,POINT (77.4348 13.00812)
Bettahalli Gate,32,4,POINT (77.83163 13.1821)
Bettahalli Kaval,6,2,POINT (77.50922 12.73521)
Bettahalli Layout,1093,47,POINT (77.55958 13.09238)
Bettahallipalya,8,6,POINT (77.39286 13.16176)
Bettakote,54,7,POINT (77.73925 13.19941)
Bettanahalli Site,5,4,POINT (77.58793 13.21008)
Bettanapalya,7,3,POINT (77.44335 12.91199)
Bettenahalli,5,4,POINT (77.5882 13.20872)
Bevina Mara Kannamangala,249,36,POINT (77.76037 13.02809)
Bhadrappa Layout,708,85,POINT (77.57339 13.0472)
Bhagwan Mahaveer Jain Hospital,23,1,POINT (77.59596 12.99059)
Bhagya Nagara,172,31,POINT (77.58551 12.86084)
Bhaktharahalli,11,5,POINT (77.79627 13.02196)
Bhaktharahalli Cross,2,1,POINT (77.78438 13.01852)
Bhakthi Yoga Ashrama,70,10,POINT (77.6893 13.02262)
Bhakthipura Cross,79,11,POINT (77.76188 12.75735)
Bhantaraguppe,4,1,POINT (77.27372 12.98786)
Bharath Nagara 1st Phase,34,12,POINT (77.48508 12.98118)
Bharath Nagara 2nd Stage,21,8,POINT (77.47781 12.97868)
Bharath Petrol Bunk Thyamagondlu,9,1,POINT (77.29097 13.21928)
Bharathi Nagara,605,111,POINT (77.61764 13.13752)
Bharathi Nursing Home Jayanagara,202,15,POINT (77.57396 12.93683)
Bharathnagara Sunkadakatte,8,4,POINT (77.50203 12.97958)
Bhartiya City Chokkanahalli,2,2,POINT (77.64253 13.08341)
Bhattarahalli,568,93,POINT (77.70985 13.02046)
Bhattarahalli Bank Of India,1,1,POINT (77.70947 13.01521)
Bhattarahalli Cross,10,4,POINT (77.70932 13.01618)
Bhavani Nagara 2nd Stage,9,2,POINT (77.48186 12.96316)
Bhavani Nagara 2nd Stage Cross,10,3,POINT (77.48813 12.96075)
Bhavapura,1,1,POINT (77.8704 13.18427)
Bheemajyothi Nagara Shankara Mutt,30,2,POINT (77.54096 13.00257)
Bheemanakuppe,6,1,POINT (77.43824 12.90409)
Bheemanakuppe Cross,134,42,POINT (77.43682 12.89465)
Bhimakanahalli Gate,5,2,POINT (77.85584 13.13529)
Bhodhana Hosahalli,149,64,POINT (77.80247 12.97884)
Bhoganahalli,7,3,POINT (77.70108 12.92644)
Bhokipura,2,1,POINT (77.47426 12.73597)
Bhoopasandra,420,18,POINT (77.5808 13.04247)
Bhoopasandra Ayyappa Bakery,374,15,POINT (77.57715 13.04263)
Bhovi Colony,3,2,POINT (77.67608 12.88837)
Bhovipalya,24,13,POINT (77.64509 13.20163)
Bhuvanahalli,2,2,POINT (77.8616 13.18513)
Bhuvanahalli Gate,354,40,POINT (77.6798 13.21859)
Bhuvaneshwari Nagara,76,8,POINT (77.60487 13.0322)
Bhuvaneshwari Nagara 1st Stage,252,22,POINT (77.4903 12.94227)
Bhuvaneshwari Nagara 2nd Stage,252,22,POINT (77.48728 12.94262)
Bhuvaneshwari Nagara Mahalakshmi Temple,12,1,POINT (77.55084 12.92191)
Bhuvaneshwari Petrol Bunk,55,9,POINT (77.35126 13.1392)
Bible  College Byrathi,258,60,POINT (77.65145 13.07137)
Bidadi,381,41,POINT (77.38496 12.79678)
Bidadi Railway Station,199,31,POINT (77.39082 12.79976)
Bidalapura,4,1,POINT (77.7708 13.18779)
Bidalapura Cross,60,5,POINT (77.77773 13.19664)
Bidaragere,5,3,POINT (77.72302 12.71566)
Bidaraguppe,102,23,POINT (77.7833 12.80605)
Bidarahalli,92,19,POINT (77.71704 13.06538)
Bidarahalli Cross,105,24,POINT (77.71509 13.057)
Bidarahalli Dargah,2,2,POINT (77.70807 13.06834)
Bidarahalli School,103,23,POINT (77.71619 13.06024)
Bidiganahalli Cross,13,3,POINT (77.80487 13.25654)
Big Bazzar  ITPL,186,5,POINT (77.7318 12.98795)
Big Bazzar ITPL,794,122,POINT (77.73197 12.98823)
Big Market Sahakaranagara,31,2,POINT (77.59289 13.06257)
Bikashipura,29,8,POINT (77.55757 12.89807)
Bikkana Hosahalli,3,2,POINT (77.7638 12.84754)
Bikkanahalli,6,2,POINT (77.75999 12.83667)
Bilavaradahalli,46,9,POINT (77.57677 12.83624)
Bilavaradahalli Cross,20,5,POINT (77.57236 12.82247)
Bilekahalli,826,98,POINT (77.6009 12.90051)
Bileshivale,78,14,POINT (77.67093 13.05449)
Bilijaji,4,3,POINT (77.47337 13.12638)
Bilikallu,2,2,POINT (77.47996 12.97515)
Billa Kempanahalli Gate,164,26,POINT (77.40384 12.81204)
Billamaranahalli,4,2,POINT (77.63794 13.15063)
Billapura,103,22,POINT (77.785 12.83742)
Billinakote,21,2,POINT (77.27183 13.19793)
Bingipura,24,7,POINT (77.6324 12.82575)
Bingipura Cross,39,8,POINT (77.62304 12.82587)
Binnamangala,1435,217,POINT (77.64067 12.9835)
Binnamangala Gokare,4,3,POINT (77.74268 13.25365)
Binnamangala Towads Nelamangala),340,42,POINT (77.41242 13.08744)
Binny MIll,53,12,POINT (77.56817 12.9653)
Binny Mill,317,51,POINT (77.56624 12.97052)
Binny Mill ETA Garden,1,1,POINT (77.56639 12.97325)
Binnypet,373,53,POINT (77.56171 12.96448)
Biocon Jigani Road,140,13,POINT (77.66382 12.80824)
Birla Haralur Road,1,1,POINT (77.6571 12.8942)
Bisanahalli,22,11,POINT (77.81304 13.00884)
Bisanahalli Cross,26,13,POINT (77.81419 13.00916)
Biscuits Factory,72,28,POINT (77.81324 12.989)
Bishop Coton Girls High School,6,6,POINT (77.6014 12.96889)
Biskur,1,1,POINT (77.14034 13.08798)
Bittasandra,2,2,POINT (77.2867 13.1075)
Bittasandra Colony,2,2,POINT (77.29431 13.10583)
Bloom Field Garden,14,2,POINT (77.55331 13.06573)
Bolamaranahalli,8,6,POINT (77.39782 13.15935)
Bolare,94,14,POINT (77.48468 12.75429)
Bolare Gate,53,6,POINT (77.48453 12.75414)
Bombay Dyeing Yashwanthapura,5,2,POINT (77.55748 13.02491)
Bombay Estate Guruvanahalli,2,2,POINT (77.35568 13.05285)
Bommachanahalli,1,1,POINT (77.31468 12.80418)
Bommachannahalli,2,1,POINT (77.31467 12.80413)
Bommanabande,6,4,POINT (77.87171 13.01208)
Bommanahalli,1589,202,POINT (77.3683 13.12141)
Bommanahalli Fly Over,185,13,POINT (77.62989 12.9056)
Bommandahalli,15,6,POINT (77.64278 12.75406)
Bommasandra,1076,125,POINT (77.68939 12.81893)
Bommasandra Canara Bank,2,2,POINT (77.68772 12.82135)
Bommasandra Village,4,2,POINT (77.69891 12.8169)
Bommashettyhalli,2,1,POINT (77.41895 13.1308)
Bommashettyhalli Cross,28,4,POINT (77.41664 13.12581)
Bommawara Gate,60,8,POINT (77.68047 13.26496)
Bommenahalli,5,3,POINT (77.7468 13.07449)
Bommenahalli Colony,3,2,POINT (77.74504 13.07103)
Bone Mill,722,104,POINT (77.50494 13.06383)
Booathanahalli,14,2,POINT (77.5603 12.80447)
Book Factory Thanisandra,426,53,POINT (77.63336 13.06159)
Boorugunte,103,22,POINT (77.78376 12.8422)
Boothanahalli,6,3,POINT (77.56044 12.80452)
Boppanahalli Chikkapura,1,1,POINT (77.90307 12.99583)
Bordugallu,4,1,POINT (77.28958 12.96825)
Borehalli,26,9,POINT (77.35808 12.84352)
Born Babies,146,2,POINT (77.63804 12.90929)
Bosch Main Gate Bidadi,1,1,POINT (77.42076 12.80023)
Brahma Devara Gudda,15,4,POINT (77.47212 12.96334)
Brigade Atmosphere,107,10,POINT (77.73924 13.26541)
Brigade Meadows Kanakapura Road,32,4,POINT (77.50685 12.81437)
Brigade Millenium,367,23,POINT (77.58329 12.89217)
Brigade Omega Apartment,16,3,POINT (77.52894 12.89286)
Brigade Palm Springs,40,2,POINT (77.58628 12.89508)
Brigade Road,96,6,POINT (77.60678 12.97149)
Bristol Quarters,1,1,POINT (77.66239 12.98855)
Broad Casting Compound Kadanur,4,1,POINT (77.48905 13.25791)
Brook Haven JP Nagara 8th Phase,14,1,POINT (77.57624 12.87155)
Brook Steel ESI,421,106,POINT (77.70535 12.9931)
Brooke Bond,602,66,POINT (77.74833 12.96392)
Brundavana Badavane,80,11,POINT (77.71776 12.72147)
Brundavana Nagara,27,5,POINT (77.55553 12.95049)
Brundavana Peenya,946,75,POINT (77.50815 13.02038)
Brundavana School Maralawadi,2,1,POINT (77.52116 12.61763)
Budigere,162,25,POINT (77.74751 13.1351)
Budigere Cross,703,111,POINT (77.75054 13.04651)
Budihal,1,1,POINT (77.36227 13.13494)
Budihal Gate,141,12,POINT (77.35881 13.13108)
Budumanahalli,3,1,POINT (77.52794 13.19088)
Budumanahalli Cross,3,1,POINT (77.54021 13.18592)
Bukkasagara,6,3,POINT (77.61964 12.77881)
Bull Temple,1,1,POINT (77.56778 12.94269)
Bullahalli,2,2,POINT (77.73069 13.30722)
Buragamarada Palya,6,6,POINT (77.32852 13.06377)
Burumarana Doddy,2,1,POINT (77.31067 12.78692)
Byadarahalli,825,108,POINT (77.25673 12.98697)
Byadarahalli Gate,8,2,POINT (77.25509 12.99377)
Byagadadenahalli,3,1,POINT (77.70262 12.75241)
Byagadadenahalli Gate,243,25,POINT (77.70668 12.75232)
Byalahalli,16,6,POINT (77.81532 12.93962)
Byalahalli Garment,4,2,POINT (77.81544 12.9455)
Byalalu,10,5,POINT (77.3763 12.89185)
Byatarayana Doddy,21,5,POINT (77.5508 12.8163)
Byatarayana Doddy Cross,17,4,POINT (77.54362 12.80368)
Byatarayanapura,2263,266,POINT (77.59354 13.06723)
Byatha,29,12,POINT (77.48456 13.19309)
Byatha Cross,26,11,POINT (77.48622 13.19307)
Bychakuppe,4,2,POINT (77.38862 12.97049)
Bychapura,57,9,POINT (77.71283 13.22432)
Bychapura Appartment,54,7,POINT (77.71777 13.22216)
Bychohalli,12,3,POINT (77.43822 12.80653)
Bylakonenahalli,9,3,POINT (77.45648 13.01612)
Bylanarasapura,5,1,POINT (77.93476 13.17716)
Bylanjaneya Swamy Temple Gollahalli,8,6,POINT (77.40965 13.15011)
Byra Doddy Circle,6,5,POINT (77.38918 12.79486)
Byramangala,39,6,POINT (77.42431 12.74876)
Byramangala Circle,32,3,POINT (77.42214 12.7498)
Byramangala Cross,200,32,POINT (77.39725 12.80246)
Byranahalli Cross,31,5,POINT (77.33824 13.15387)
Byranayakanahalli,4,3,POINT (77.37649 13.19911)
Byranayakanahalli Railway Station,4,3,POINT (77.38186 13.19402)
Byrapura,6,5,POINT (77.52289 13.20178)
Byrasandra,13,4,POINT (77.48543 12.83492)
Byrasandra Aralumallige,2,1,POINT (77.52086 13.24803)
Byrasandra Cross,136,17,POINT (77.66812 12.97546)
Byrasandra Dinne,26,2,POINT (77.84697 13.23955)
Byrasandra New Bus Stand,4,2,POINT (77.59001 12.93549)
Byrasandrapalya Gate,2,1,POINT (77.52225 13.24243)
Byrashettyhalli,8,6,POINT (77.40339 13.15659)
Byrathi,34,11,POINT (77.652 13.05609)
Byrathi Bande,347,71,POINT (77.65355 13.07794)
Byrathi Cross,316,74,POINT (77.64834 13.05702)
Byraveshwara Layout,17,4,POINT (77.49494 13.06417)
Byraveshwaranagara,360,38,POINT (77.52334 12.96519)
Byregowdanahalli Colony,102,13,POINT (77.39379 13.06449)
Byregowdanahalli2,19,3,POINT (77.39389 13.05913)
Byregowdanahalli3,83,10,POINT (77.39389 13.05926)
Byrohalli Gate,147,9,POINT (77.44817 12.93438)
C Q A L,251,25,POINT (77.59331 13.01175)
C R P F Kaggalipura Main Road,17,4,POINT (77.53931 12.79562)
C R P F Yelahanka,315,81,POINT (77.57554 13.12298)
CBI,1936,255,POINT (77.58565 13.02653)
CFSP Farm,4,2,POINT (77.48946 13.17858)
CK Palya,4,2,POINT (77.60874 12.83337)
CK Palya Cross,133,20,POINT (77.59373 12.84049)
CK Palya Dinne,4,2,POINT (77.60498 12.83828)
CK Thandya,5,2,POINT (77.39759 12.8703)
CK Thandya Cross,28,10,POINT (77.3922 12.86548)
CK Thandya Junction,5,2,POINT (77.40103 12.87609)
CMH Hospital,239,40,POINT (77.64655 12.97849)
CMR College,1,1,POINT (77.65499 13.11772)
CMRIT College,780,33,POINT (77.71447 12.96763)
CMTI,1337,172,POINT (77.53395 13.03293)
CPRI,340,27,POINT (77.57499 13.01473)
CPRI Quarters,577,21,POINT (77.5722 13.02241)
CPWD Quarters HSR Layout,168,10,POINT (77.65182 12.91413)
CQAEL CQEAE Complex,1,1,POINT (77.54174 13.03713)
CR Police Ground,287,36,POINT (77.5601 12.96258)
CS Depot-25 HSR Layout,2,1,POINT (77.64334 12.92001)
CS-1st Cross Magadi Road,1,1,POINT (77.56265 12.97577)
CS-5th Block HBR Layout,1,1,POINT (77.6319 13.03545)
CS-5th Phase Yelahanka,1,1,POINT (77.57254 13.10413)
CS-6th Block Rajajinagara,1,1,POINT (77.55367 12.9798)
CS-80 Feet Road Kalyananagara,1,1,POINT (77.64084 13.02554)
CS-8th Mile,3,2,POINT (77.5075 13.04508)
CS-ADMC Quarters Office,3,2,POINT (77.64132 13.0044)
CS-ARMY PUBLIC SCHOOL (Parachute Regiment),2,2,POINT (77.58643 13.01671)
CS-ARMY Public School ASC Center,4,4,POINT (77.6182 12.96439)
CS-Active Public School Hommadevanahalli,1,1,POINT (77.59439 12.84029)
CS-Adishwara Bombay Dying,1,1,POINT (77.55614 13.0212)
CS-Ajmeer Apartment Neeladri Road,1,1,POINT (77.64646 12.84188)
CS-Alphine Apartment,1,1,POINT (77.57655 13.06647)
CS-Aluru,1,1,POINT (77.46538 13.08474)
CS-Ambedkar Institute of Technology,1,1,POINT (77.50519 12.96352)
CS-Anchepalya,8,6,POINT (77.45782 12.89273)
CS-Andhrahalli Govt School,1,1,POINT (77.4828 13.00957)
CS-Anjanamurty,2,1,POINT (77.57415 13.04518)
CS-Anjaneya Temple Beguru,1,1,POINT (77.62465 12.87285)
CS-Annapoorneshwarinagara,1,1,POINT (77.507 12.98075)
CS-Arakere Gate,1,1,POINT (77.59802 12.89051)
CS-Arehalli Taja Cake,1,1,POINT (77.54017 12.91252)
CS-Arishinakunte,1,1,POINT (77.42448 13.07961)
CS-Army Public School Kamaraja Road,24,22,POINT (77.60941 12.97867)
CS-Ashoka Pillar,4,3,POINT (77.58529 12.94312)
CS-Aspire bee School,2,2,POINT (77.72381 12.87932)
CS-Avasarala Factory Kanakapura Road,1,1,POINT (77.49287 12.782)
CS-Ayyappa Temple Banasawadi,3,3,POINT (77.64077 13.00756)
CS-B Channasandra Bridge,1,1,POINT (77.66241 13.0132)
CS-BEL Factory,48,42,POINT (77.55902 13.04887)
CS-BEML Factory,23,22,POINT (77.65928 12.97154)
CS-BEML Layout JVS,1,1,POINT (77.52914 12.99289)
CS-BMSIT College Campous Yelahanka,9,9,POINT (77.56767 13.13333)
CS-BPL Arekere,1,1,POINT (77.59714 12.88755)
CS-BUC Quarters,1,1,POINT (77.49998 12.95241)
CS-Bagalagunte Cross,1,1,POINT (77.50727 13.05665)
CS-Bagmane Tech Park,50,11,POINT (77.6641 12.97947)
CS-Bagmane Tech Park (Graphite India),16,1,POINT (77.70702 12.97025)
CS-Baiyappanahalli Metro Station,1,1,POINT (77.65496 12.99026)
CS-Bamboo Bazaar,1,1,POINT (77.60368 12.99196)
CS-Banashankari,3,2,POINT (77.57381 12.91761)
CS-Bande Mutt Arch,1,1,POINT (77.4775 12.91903)
CS-Bannerughatta Circle,1,1,POINT (77.58123 12.81379)
CS-Basava Gangotri Samste,1,1,POINT (77.45005 12.88364)
CS-Basavanagara Kengeri,1,1,POINT (77.46752 12.90118)
CS-Beereshwaranagara,1,1,POINT (77.5654 12.88205)
CS-Belenus Hospital Near Carmelram Gate,1,1,POINT (77.7085 12.9022)
CS-Bhartiya City Chokkanahalli,1,1,POINT (77.64251 13.08332)
CS-Bhattarahalli Bank Of India,1,1,POINT (77.70945 13.01497)
CS-Bhodhana Hosahalli,1,1,POINT (77.80271 12.97932)
CS-Bhoopasandra,1,1,POINT (77.58099 13.04245)
CS-Bhuvaneshwari Nagar,1,1,POINT (77.60486 13.0322)
CS-Bidarahalli,1,1,POINT (77.71588 13.062)
CS-Binny Mill ETA Garden,1,1,POINT (77.56642 12.97325)
CS-Bishop Coton Girls High School,8,8,POINT (77.60157 12.96916)
CS-Bommasandra Canara Bank,1,1,POINT (77.68772 12.82162)
CS-Bone Mill,2,1,POINT (77.5051 13.06366)
CS-Brigade Millenium,2,2,POINT (77.58191 12.8924)
CS-Bristol Quarters,1,1,POINT (77.66256 12.98855)
CS-Budigere,1,1,POINT (77.74753 13.13517)
CS-Byrathi Bande,5,3,POINT (77.6535 13.07796)
CS-CBI,1,1,POINT (77.58563 13.02624)
CS-CMP Centre and School,1,1,POINT (77.61229 12.95906)
CS-CPWD HSR Layout,1,1,POINT (77.65226 12.91417)
CS-CV Raman Nagara Railway Gate,1,1,POINT (77.67975 12.98364)
CS-CWS-3,1,1,POINT (77.44992 12.90393)
CS-Centre for Learning School Varadenahalli,1,1,POINT (77.3089 12.95907)
CS-Chandra Layout,1,1,POINT (77.52649 12.95826)
CS-Chandrappa Circle,1,1,POINT (77.36986 12.9105)
CS-Channasandra,1,1,POINT (77.76801 12.9833)
CS-Chikka Bellanduru,1,1,POINT (77.71445 12.91221)
CS-Chikkabanavara,3,2,POINT (77.50257 13.0805)
CS-Chinnappa Garden,1,1,POINT (77.60352 13.00337)
CS-Chowdary Line,3,3,POINT (77.63881 13.00521)
CS-Chowdeshwarinagara ORR,1,1,POINT (77.52498 13.00053)
CS-Christal House Learning School,7,7,POINT (77.64447 13.05637)
CS-Classic Archid Apartment Kothanuru,2,1,POINT (77.59224 12.87489)
CS-DSC HAL GM Palya,1,1,POINT (77.66825 12.97664)
CS-Dayanand Sagar College Kanakapura Road,3,3,POINT (77.51368 12.82509)
CS-Dayananda Sagar College Banashankari,3,3,POINT (77.56573 12.90949)
CS-Deepa Complex,1,1,POINT (77.50506 12.96659)
CS-Deepanjalinagara,4,3,POINT (77.5368 12.95239)
CS-Depot-06 Gate,3,3,POINT (77.63448 12.98255)
CS-Depot-10 Gate,11,9,POINT (77.63098 13.02548)
CS-Depot-12 Gate,2,2,POINT (77.47084 12.90465)
CS-Depot-14 Gate,6,4,POINT (77.59349 13.02857)
CS-Depot-24 Gate,2,2,POINT (77.68252 13.00328)
CS-Depot-31,1,1,POINT (77.52135 12.99279)
CS-Depot-34,3,3,POINT (77.5855 12.87149)
CS-Depot-42 Gate,4,2,POINT (77.7055 12.89509)
CS-Devis Road,1,1,POINT (77.619 13.00329)
CS-Dhoopanahalli,1,1,POINT (77.6415 12.96351)
CS-Dodda Nagamangala Tirumala Bekary,2,1,POINT (77.67769 12.86232)
CS-Doddabele,1,1,POINT (77.47745 12.88897)
CS-Doddakannalli,1,1,POINT (77.69523 12.90727)
CS-Domlur Marriad Accomadation,2,2,POINT (77.63381 12.96205)
CS-ESHA HOSPITAL ATTUR LAYOUT,1,1,POINT (77.56724 13.09795)
CS-East End Jayanagara,1,1,POINT (77.59681 12.91703)
CS-Ejipura,1,1,POINT (77.62871 12.94678)
CS-Electronic City,4,4,POINT (77.67081 12.84829)
CS-FAZ FARMS,1,1,POINT (77.66744 13.02555)
CS-Featherlite Factory Hejjala,1,1,POINT (77.4265 12.85352)
CS-Fetherlite Factory Guddadahalli,1,1,POINT (77.54642 12.95018)
CS-GBJ Colony Gate Doddanekkundi,1,1,POINT (77.69136 12.95746)
CS-GKW Layout,1,1,POINT (77.52879 12.96827)
CS-GM Palya,2,2,POINT (77.66587 12.97512)
CS-Ganapathi Enclave,1,1,POINT (77.64094 12.94738)
CS-Gangondanahalli Chandra Layout,1,1,POINT (77.52679 12.94973)
CS-Garuda Mall Magrath Road,1,1,POINT (77.61079 12.97026)
CS-Genius Global School Kodathi,7,5,POINT (77.71695 12.87829)
CS-Girinagara Extension,2,2,POINT (77.53887 12.94103)
CS-Gnana Bodhini High School,1,1,POINT (77.49488 12.92689)
CS-Gongatipura,1,1,POINT (77.47196 12.96232)
CS-Good Earth Malhar,1,1,POINT (77.46454 12.88562)
CS-Goraguntepalya (Towards Yashwanthapura TTMC),1,1,POINT (77.54071 13.02855)
CS-Gottigere,4,3,POINT (77.58881 12.85618)
CS-Govt Soap Factory,1,1,POINT (77.55438 13.0129)
CS-Gowdanapalya,3,2,POINT (77.55644 12.91167)
CS-Gruhalakshmi Layout,1,1,POINT (77.5007 13.02998)
CS-Gubbi Cross,1,1,POINT (77.65192 13.06491)
CS-Gunjuru,3,3,POINT (77.73657 12.92104)
CS-HAL ARDC,3,3,POINT (77.68876 12.96235)
CS-HAL Gnanajyothi School,1,1,POINT (77.69336 12.96033)
CS-HAL Hospital,1,1,POINT (77.66609 12.96247)
CS-HAL LCA,2,2,POINT (77.68226 12.96327)
CS-HAL Main Gate,14,14,POINT (77.66605 12.95852)
CS-HAL Market/SBI Bank,1,1,POINT (77.66622 12.96036)
CS-HAL Museum,1,1,POINT (77.6807 12.95461)
CS-HAL New Public School,2,2,POINT (77.68224 12.95649)
