name,trip_count,route_count,id,geometry
Muneshwara Block,43,5,669,POINT (77.54857 12.94233)
Muneshwara Devasthana,547,60,4ac,POINT (77.60651 12.93638)
Muneshwara Devasthana,639,117,cg,POINT (77.6066 12.93646)
Muneshwara Layout,4,3,39s,POINT (77.47128 12.87435)
Muneshwara Layout,96,9,4e7,POINT (77.49417 12.95129)
Muneshwara Layout,168,7,5hb,POINT (77.49445 12.9513)
Muneshwara Layout,8,2,rb,POINT (77.47137 12.87433)
Muneshwara Nagara,9,5,2rh,POINT (77.67123 13.01793)
Muneshwara Nagara,65,8,3tn,POINT (77.67118 13.01785)
Muneshwara Swamy Temple,2,1,1xc,POINT (77.48859 13.04015)
Muneshwara Temple,2,2,2u9,POINT (77.50259 12.98343)
Muneshwara Temple,7,3,3cm,POINT (77.57206 12.83574)
Muneshwara Temple,1,1,3um,POINT (77.75693 12.72467)
Muneshwara Temple,7,3,3z9,POINT (77.50257 12.98316)
Muneshwara Temple,7,2,495,POINT (77.40038 12.93376)
Muneshwara Temple,27,3,5da,POINT (77.57221 12.83576)
Muneshwara Temple,1,1,9f,POINT (77.75701 12.7245)
Muneshwara Temple,33,5,gu,POINT (77.40046 12.93388)
Muni Nagara,9,2,3xo,POINT (77.53654 12.74811)
Muni Nagara,6,2,68,POINT (77.53652 12.748)
Munireddy Palya J C Nagara,446,45,5t8,POINT (77.59276 13.00676)
Munireddy Palya J C Nagara,509,50,5vt,POINT (77.59359 13.00413)
Munish Singh Hospital,284,33,24b,POINT (77.75104 12.97703)
Munish Singh Hospital,357,34,4h1,POINT (77.75122 12.97738)
Muniswamappa Layout,2,1,5pi,POINT (77.49058 13.044)
Munnekolalu,12,6,y2,POINT (77.70802 12.94854)
Munnekolalu Cross (Spice Garden),752,74,183,POINT (77.70953 12.95636)
Munnekolalu Cross (Spice Garden),605,40,42o,POINT (77.70878 12.95634)
Munnekolalu Junction,6,3,3do,POINT (77.7049 12.9565)
Munnekolalu Junction,6,3,5go,POINT (77.7049 12.95646)
Muppadaghatta,4,2,3t5,POINT (77.44787 13.24302)
Muppadaghatta,5,2,6a0,POINT (77.44789 13.24299)
Murugeshpalya,477,77,36f,POINT (77.65618 12.95936)
Murugeshpalya,348,38,50o,POINT (77.65611 12.95927)
Museum,141,17,2ye,POINT (77.59569 12.97409)
Museum,266,32,52a,POINT (77.59585 12.97397)
Muslim Colony,172,28,126,POINT (77.61541 13.01085)
Muslim Colony,294,36,1yh,POINT (77.61505 13.01045)
Muthanallur Amanikere,3,2,2x,POINT (77.73674 12.82786)
Muthanallur Colony,7,1,1ac,POINT (77.73723 12.83621)
Muthasandra Gate,2,1,4ri,POINT (77.82392 13.14462)
Muthkur,14,5,1cj,POINT (77.50816 13.15548)
Muthkur,3,2,1ny,POINT (77.50821 13.15547)
Muthkur,10,4,1pm,POINT (77.80714 12.95498)
Muthkur,9,4,2jc,POINT (77.80727 12.95501)
Muthkur Cross Shivakote,49,8,2jw,POINT (77.50221 13.14299)
Muthkur Cross Shivakote,36,11,35m,POINT (77.50225 13.143)
Muthkur Cross Shivakote,6,2,w4,POINT (77.50222 13.14303)
Muthsandra,22,5,4j4,POINT (77.78636 12.93784)
Muthsandra,8,2,6ba,POINT (77.78534 12.93813)
Muthsandra,4,1,ra,POINT (77.78643 12.93781)
Muthugadahalli,2,1,11c,POINT (77.4803 12.72525)
Muthugadahalli,32,7,16i,POINT (77.67306 13.18243)
Muthugadahalli,8,4,1bu,POINT (77.52596 13.14071)
Muthugadahalli,1,1,3xe,POINT (77.52595 13.14063)
Muthugadahalli,5,2,4nh,POINT (77.82065 12.9294)
Muthugadahalli,2,1,62p,POINT (77.82047 12.92943)
Muthugadahalli Hostel,5,2,5aw,POINT (77.53432 13.14906)
Muthugadahalli Hostel,4,3,to,POINT (77.53435 13.14901)
Muthukadahalli,49,9,8p,POINT (77.67303 13.1825)
Muthurayanagudipalya,1,1,2en,POINT (77.36727 12.84862)
Muthurayanagudipalya,3,1,2ts,POINT (77.36733 12.84858)
Muthurayanapura,6,4,2ad,POINT (77.40059 12.8596)
Muthurayanapura,23,7,4du,POINT (77.40051 12.85957)
Muthyala Nagara Cross,1,1,5zm,POINT (77.55333 13.03788)
Muthyala Nagara Cross,7,3,6ef,POINT (77.55348 13.03799)
Muthyalamadu Cross,31,4,2id,POINT (77.69048 12.72004)
